frame_id,positions,sizes,bounding_boxes,colors,distances,relationships
8398,"{'Player': (140, 167), 'Ball': (139, 54), 'Enemy': (16, 53)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 167, 4, 15), 'Ball': (139, 54, 2, 4), 'Enemy': (16, 53, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 113.00442469213318, 'Player_Enemy': 168.43990026119107, 'Ball_Enemy': 123.00406497347964}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8399,"{'Player': (140, 159), 'Ball': (140, 53), 'Enemy': (16, 51)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 159, 4, 15), 'Ball': (140, 53, 2, 4), 'Enemy': (16, 51, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.0, 'Player_Enemy': 164.43843832875572, 'Ball_Enemy': 124.01612798341996}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8400,"{'Player': (140, 159), 'Ball': (141, 52), 'Enemy': (16, 51)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 159, 4, 15), 'Ball': (141, 52, 2, 4), 'Enemy': (16, 51, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 107.00467279516349, 'Player_Enemy': 164.43843832875572, 'Ball_Enemy': 125.00399993600205}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8401,"{'Player': (140, 155), 'Ball': (142, 51), 'Enemy': (16, 49)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 155, 4, 15), 'Ball': (142, 51, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 104.01922899156675, 'Player_Enemy': 163.1318485152424, 'Ball_Enemy': 126.01587201618692}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8402,"{'Player': (140, 155), 'Ball': (143, 50), 'Enemy': (16, 49)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 155, 4, 15), 'Ball': (143, 50, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 105.04284840006957, 'Player_Enemy': 163.1318485152424, 'Ball_Enemy': 127.00393694685216}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8403,"{'Player': (140, 153), 'Ball': (144, 49), 'Enemy': (16, 49)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 153, 4, 15), 'Ball': (144, 49, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 104.0768946500615, 'Player_Enemy': 161.83942659315127, 'Ball_Enemy': 128.0}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8404,"{'Player': (140, 153), 'Ball': (145, 48), 'Enemy': (16, 47)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 153, 4, 15), 'Ball': (145, 48, 2, 4), 'Enemy': (16, 47, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 105.11898020814318, 'Player_Enemy': 163.1318485152424, 'Ball_Enemy': 129.00387591076478}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8405,"{'Player': (140, 152), 'Ball': (146, 47), 'Enemy': (16, 45)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 152, 4, 15), 'Ball': (146, 47, 2, 4), 'Enemy': (16, 45, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 105.17128885774862, 'Player_Enemy': 163.783393541592, 'Ball_Enemy': 130.01538370516005}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8406,"{'Player': (140, 152), 'Ball': (147, 46), 'Enemy': (16, 45)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 152, 4, 15), 'Ball': (147, 46, 2, 4), 'Enemy': (16, 45, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.23088063270491, 'Player_Enemy': 163.783393541592, 'Ball_Enemy': 131.00381673829202}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8407,"{'Player': (140, 148), 'Ball': (148, 45), 'Enemy': (16, 43)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 148, 4, 15), 'Ball': (148, 45, 2, 4), 'Enemy': (16, 43, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 103.31021246711285, 'Player_Enemy': 162.48384535085327, 'Ball_Enemy': 132.015150645674}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8408,"{'Player': (140, 148), 'Ball': (149, 44), 'Enemy': (16, 43)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 148, 4, 15), 'Ball': (149, 44, 2, 4), 'Enemy': (16, 43, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 104.38869670610895, 'Player_Enemy': 162.48384535085327, 'Ball_Enemy': 133.00375934536586}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8409,"{'Player': (140, 143), 'Ball': (150, 43), 'Enemy': (16, 41)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 143, 4, 15), 'Ball': (150, 43, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 100.4987562112089, 'Player_Enemy': 160.5615146914104, 'Ball_Enemy': 134.01492454200763}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8410,"{'Player': (140, 143), 'Ball': (151, 42), 'Enemy': (16, 41)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 143, 4, 15), 'Ball': (151, 42, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 101.59724405711013, 'Player_Enemy': 160.5615146914104, 'Ball_Enemy': 135.00370365289984}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8411,"{'Player': (140, 139), 'Ball': (152, 41), 'Enemy': (16, 41)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (152, 41, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 98.73196037757987, 'Player_Enemy': 158.05062480104277, 'Ball_Enemy': 136.0}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8412,"{'Player': (140, 139), 'Ball': (153, 40), 'Enemy': (16, 39)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (153, 40, 2, 4), 'Enemy': (16, 39, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 99.84988733093293, 'Player_Enemy': 159.29846201391902, 'Ball_Enemy': 137.00364958642524}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8413,"{'Player': (140, 139), 'Ball': (154, 39), 'Enemy': (16, 37)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (154, 39, 2, 4), 'Enemy': (16, 37, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 100.9752444909147, 'Player_Enemy': 160.5615146914104, 'Ball_Enemy': 138.01449199268893}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8414,"{'Player': (140, 139), 'Ball': (155, 38), 'Enemy': (16, 37)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (155, 38, 2, 4), 'Enemy': (16, 37, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 102.1077861869505, 'Player_Enemy': 160.5615146914104, 'Ball_Enemy': 139.00359707575916}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8415,"{'Player': (140, 139), 'Ball': (156, 37), 'Enemy': (16, 35)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 35, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 103.24727599312246, 'Player_Enemy': 161.83942659315127, 'Ball_Enemy': 140.0142849854971}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8416,"{'Player': (140, 139), 'Ball': (156, 37), 'Enemy': (16, 37)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 139, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 37, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (213, 195, 181), 'Enemy': (213, 130, 74)}","{'Player_Ball': 103.24727599312246, 'Player_Enemy': 160.5615146914104, 'Ball_Enemy': 140.0}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8417,"{'Player': (140, 142), 'Ball': (156, 37), 'Enemy': (16, 35)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 142, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 35, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.21205204683694, 'Player_Enemy': 163.783393541592, 'Ball_Enemy': 140.0142849854971}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8418,"{'Player': (140, 142), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 142, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.21205204683694, 'Player_Enemy': 164.43843832875572, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8419,"{'Player': (140, 146), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 146, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.16805344563369, 'Player_Enemy': 167.09278859364338, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8420,"{'Player': (140, 146), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 13)}","{'Player': (140, 146, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 13)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.16805344563369, 'Player_Enemy': 167.09278859364338, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8421,"{'Player': (140, 148), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 11)}","{'Player': (140, 148, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 11)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 112.14722466472365, 'Player_Enemy': 168.43990026119107, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8422,"{'Player': (140, 148), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 9)}","{'Player': (140, 148, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 9)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 112.14722466472365, 'Player_Enemy': 168.43990026119107, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8423,"{'Player': (140, 146), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 7)}","{'Player': (140, 146, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 7)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.16805344563369, 'Player_Enemy': 167.09278859364338, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8424,"{'Player': (140, 146), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 5)}","{'Player': (140, 146, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 5)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.16805344563369, 'Player_Enemy': 167.09278859364338, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8425,"{'Player': (140, 142), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 3)}","{'Player': (140, 142, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 3)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.21205204683694, 'Player_Enemy': 164.43843832875572, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'below'}"
8426,"{'Player': (140, 142), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 1)}","{'Player': (140, 142, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 1)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.21205204683694, 'Player_Enemy': 164.43843832875572, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'below'}"
8427,"{'Player': (140, 140), 'Ball': (156, 37), 'Enemy': (16, 34)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 1)}","{'Player': (140, 140, 4, 15), 'Ball': (156, 37, 2, 4), 'Enemy': (16, 34, 4, 1)}","{'Player': (92, 186, 92), 'Ball': (144, 72, 17), 'Enemy': (213, 130, 74)}","{'Player_Ball': 104.23531071570709, 'Player_Enemy': 163.1318485152424, 'Ball_Enemy': 140.03213916812098}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'below'}"
8428,"{'Player': (140, 149), 'Ball': (80, 113), 'Enemy': (16, 111)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 149, 4, 15), 'Ball': (80, 113, 2, 4), 'Enemy': (16, 111, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 69.9714227381436, 'Player_Enemy': 129.6919426949878, 'Ball_Enemy': 64.03124237432849}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8429,"{'Player': (140, 149), 'Ball': (81, 112), 'Enemy': (16, 111)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 149, 4, 15), 'Ball': (81, 112, 2, 4), 'Enemy': (16, 111, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 69.6419413859206, 'Player_Enemy': 129.6919426949878, 'Ball_Enemy': 65.00769185258002}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8430,"{'Player': (140, 144), 'Ball': (82, 111), 'Enemy': (16, 109)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 144, 4, 15), 'Ball': (82, 111, 2, 4), 'Enemy': (16, 109, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 66.73080248281148, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 66.03029607687671}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8431,"{'Player': (140, 144), 'Ball': (83, 110), 'Enemy': (16, 109)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 144, 4, 15), 'Ball': (83, 110, 2, 4), 'Enemy': (16, 109, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 66.37017402418047, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 67.00746227100382}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8432,"{'Player': (140, 147), 'Ball': (84, 109), 'Enemy': (16, 109)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 147, 4, 15), 'Ball': (84, 109, 2, 4), 'Enemy': (16, 109, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 67.67569726275453, 'Player_Enemy': 129.6919426949878, 'Ball_Enemy': 68.0}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8433,"{'Player': (140, 147), 'Ball': (85, 108), 'Enemy': (16, 107)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 147, 4, 15), 'Ball': (85, 108, 2, 4), 'Enemy': (16, 107, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 67.42403132415029, 'Player_Enemy': 130.29197979921864, 'Ball_Enemy': 69.00724599634447}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8434,"{'Player': (140, 149), 'Ball': (86, 107), 'Enemy': (16, 105)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 149, 4, 15), 'Ball': (86, 107, 2, 4), 'Enemy': (16, 105, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 68.41052550594829, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 70.02856560004639}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8435,"{'Player': (140, 149), 'Ball': (87, 106), 'Enemy': (16, 105)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 149, 4, 15), 'Ball': (87, 106, 2, 4), 'Enemy': (16, 105, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 68.24954212300622, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 71.00704190430693}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8436,"{'Player': (140, 147), 'Ball': (88, 105), 'Enemy': (16, 103)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 147, 4, 15), 'Ball': (88, 105, 2, 4), 'Enemy': (16, 103, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 66.84309986827361, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 72.02777242147643}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8437,"{'Player': (140, 147), 'Ball': (89, 104), 'Enemy': (16, 103)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 147, 4, 15), 'Ball': (89, 104, 2, 4), 'Enemy': (16, 103, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 66.70832032063167, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 73.00684899377592}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8438,"{'Player': (140, 146), 'Ball': (90, 103), 'Enemy': (16, 101)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 146, 4, 15), 'Ball': (90, 103, 2, 4), 'Enemy': (16, 101, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 65.94694837519019, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 74.02702209328699}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8439,"{'Player': (140, 146), 'Ball': (91, 102), 'Enemy': (16, 101)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 146, 4, 15), 'Ball': (91, 102, 2, 4), 'Enemy': (16, 101, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 65.85590330410783, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 75.0066663703967}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8440,"{'Player': (140, 145), 'Ball': (92, 101), 'Enemy': (16, 101)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 145, 4, 15), 'Ball': (92, 101, 2, 4), 'Enemy': (16, 101, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 65.11528238439882, 'Player_Enemy': 131.5750736271882, 'Ball_Enemy': 76.0}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8441,"{'Player': (140, 145), 'Ball': (93, 100), 'Enemy': (16, 99)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 145, 4, 15), 'Ball': (93, 100, 2, 4), 'Enemy': (16, 99, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 65.06919393998976, 'Player_Enemy': 132.25732493892352, 'Ball_Enemy': 77.00649323271382}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8442,"{'Player': (140, 142), 'Ball': (94, 99), 'Enemy': (16, 97)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 142, 4, 15), 'Ball': (94, 99, 2, 4), 'Enemy': (16, 97, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 62.96824596572466, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 78.02563681252464}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8443,"{'Player': (140, 142), 'Ball': (95, 98), 'Enemy': (16, 97)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 142, 4, 15), 'Ball': (95, 98, 2, 4), 'Enemy': (16, 97, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 62.93647591023825, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 79.00632886041473}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8444,"{'Player': (140, 140), 'Ball': (96, 97), 'Enemy': (16, 95)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 140, 4, 15), 'Ball': (96, 97, 2, 4), 'Enemy': (16, 95, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 61.5223536610881, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 80.02499609497022}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
8445,"{'Player': (140, 140), 'Ball': (97, 96), 'Enemy': (16, 95)}","{'Player': (4, 15), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 140, 4, 15), 'Ball': (97, 96, 2, 4), 'Enemy': (16, 95, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 61.5223536610881, 'Player_Enemy': 131.91285001848757, 'Ball_Enemy': 81.00617260431454}","{'Player_Ball': 'below', 'Player_Enemy': 'below', 'Ball_Enemy': 'right of'}"
